title,body,created_at,updated_at,closed_at,state,labels,number,url,milestone,locked,assignee,assignees
gh-981 - Fixed the accumulo and hbase table utils,,2017-06-15 15:12:23+00:00,2017-06-21 06:17:47+00:00,2017-06-21 06:17:44+00:00,closed,[],982,https://github.com/gchq/Gaffer/pull/982,,False,,[]
Existing Gaffer Accumulo tables pre 0.7.4 cannot be migrated to 0.7.4,"The AddUpdateTableIterator utility is used to migrate an accumulo table from one version to the next. However, the utility validates the table prior to upgrading it and if the validation fails then the table will not be upgraded.

The Accumulo aggregator iterator config was changed in 0.7.4 and this means the utility will always fail to run.

As a work around you will need to open the accumulo shell and manually update the Aggregator iterator config before running the AddUpdateTableIterator utility:

```bash
config -t <table-name> -s table.iterator.majc.Aggregator.opt.columns=<csv of your gaffer element groups>
config -t <table-name> -s table.iterator.minc.Aggregator.opt.columns=<csv of your gaffer element groups>
config -t <table-name> -s table.iterator.scan.Aggregator.opt.columns=<csv of your gaffer element groups>

config -t <table-name> -d table.iterator.majc.Aggregator.opt.all
config -t <table-name> -d table.iterator.minc.Aggregator.opt.all
config -t <table-name> -d table.iterator.scan.Aggregator.opt.all
``` 

",2017-06-15 13:38:05+00:00,2017-07-13 12:04:34+00:00,2017-06-21 06:17:57+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",981,https://github.com/gchq/Gaffer/issues/981,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
Gh 975 schema element definition validator tests,,2017-06-15 13:13:27+00:00,2017-06-19 06:44:45+00:00,2017-06-19 06:44:43+00:00,closed,[],980,https://github.com/gchq/Gaffer/pull/980,,False,,[]
gh-977 - updated CountHandler to use stream instead of parallel streams,,2017-06-15 11:02:13+00:00,2017-06-15 14:40:25+00:00,2017-06-15 14:40:21+00:00,closed,[],979,https://github.com/gchq/Gaffer/pull/979,,False,,[]
gh-974 - more useful invalid/null schema exception added,,2017-06-15 10:34:23+00:00,2017-06-28 13:09:03+00:00,2017-06-15 15:51:43+00:00,closed,[],978,https://github.com/gchq/Gaffer/pull/978,,False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
The Count operation handler should not use parallel streams,"Currently the count operation handler uses parallel streams to count the input iterable. If the iterable is a element retriever for accumulo or hbase then the iterable does not support concurrent access.

In CountHandler change:
```java
return Streams.toParallelStream(operation.getInput()).count();
```
to
```java
return Streams.toStream(operation.getInput()).count();
```",2017-06-15 10:03:10+00:00,2017-06-15 14:40:38+00:00,2017-06-15 14:40:33+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",977,https://github.com/gchq/Gaffer/issues/977,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
The job tracker will not be updated if an Error is thrown,"The job tracker should be updated after an operation chain has completed or any error has occurred during execution of the operation chain.

However, the try catch block only catches Exception objects not Error objects so the job tracker will never be update in the event an Error occurs such as OutOfMemoryError.

See Store execute and executeJob methods.",2017-06-15 09:57:05+00:00,2017-06-28 11:45:39+00:00,2017-06-22 13:32:11+00:00,closed,"[Label(name=""bug""), Label(name=""p:normal"")]",976,https://github.com/gchq/Gaffer/issues/976,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
SchemaElementDefinitionValidatorTest only test validationResult to false,The checks for failure from the validationResult within SchemaElementDefinitionValidatorTest only test that it is false.  These should check the error message too as the failure could be set in multiple places.,2017-06-15 09:52:37+00:00,2017-06-19 06:45:07+00:00,2017-06-19 06:44:56+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:low"")]",975,https://github.com/gchq/Gaffer/issues/975,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
NullPointerException thrown if schema is missing,"This code throws a `NullPointerException` if the directory that the schemas are supposed to be in doesn't exist - a more helpful exception should be thrown:

    final Graph graph = new Graph.Builder()
                .addSchemas(StreamUtil.openStreams(MyClass.class, ""directory_that_doesnt_exist""))
                .storeProperties(StreamUtil.openStream(MyClass.class, ""mockaccumulostore.properties""))
                .build();",2017-06-15 08:40:16+00:00,2017-06-15 15:51:57+00:00,2017-06-15 15:51:51+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:low"")]",974,https://github.com/gchq/Gaffer/issues/974,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
gh-972 - added validation for store traits,,2017-06-14 10:42:37+00:00,2017-06-14 12:25:13+00:00,2017-06-14 12:25:11+00:00,closed,[],973,https://github.com/gchq/Gaffer/pull/973,,False,,[]
Every operation should be validated against the Store's traits,"For example if an operation contains a view with a postAggregationFilter and the store does not have the POST_AGGREGATION_FILTERING trait then the operation should be rejected.

This logic should be added to the ViewValidator class.",2017-06-14 10:05:23+00:00,2017-06-14 12:25:24+00:00,2017-06-14 12:25:23+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",972,https://github.com/gchq/Gaffer/issues/972,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
gh-970 upgraded to 2.1 and added unit tests,,2017-06-14 09:15:39+00:00,2017-06-14 15:02:21+00:00,2017-06-14 09:48:09+00:00,closed,[],971,https://github.com/gchq/Gaffer/pull/971,,False,,[]
Bug in JCS cache 2.0 means the cache age off doesn't work properly,"We need to update to JCS version 2.1 to fix the bug: https://issues.apache.org/jira/browse/JCS-172

In addition the cache.ccf files in our code base need updating from MaxLifeSeconds to MaxLife: http://commons.apache.org/proper/commons-jcs/UpgradingFrom13.html
",2017-06-14 08:05:21+00:00,2017-06-14 09:48:17+00:00,2017-06-14 09:48:17+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",970,https://github.com/gchq/Gaffer/issues/970,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""d47853"")","[NamedUser(login=""d47853"")]"
Gh 822 add group by function,,2017-06-13 17:02:54+00:00,2017-06-27 10:38:06+00:00,2017-06-27 10:37:28+00:00,closed,[],969,https://github.com/gchq/Gaffer/pull/969,,False,,[]
Gh 515 aggregator schema validation,,2017-06-13 16:13:30+00:00,2017-06-28 13:09:04+00:00,2017-06-15 11:11:10+00:00,closed,[],968,https://github.com/gchq/Gaffer/pull/968,,False,,[]
gh-190 Refactor Accumulo Store,If else replaced by switch.,2017-06-13 13:11:42+00:00,2017-06-13 15:48:01+00:00,2017-06-13 15:47:49+00:00,closed,[],967,https://github.com/gchq/Gaffer/pull/967,,False,,[]
Updating develop with release branch,,2017-06-13 09:52:13+00:00,2017-06-13 09:53:19+00:00,2017-06-13 09:53:16+00:00,closed,[],966,https://github.com/gchq/Gaffer/pull/966,,False,,[]
Updating master with release 0.7.4,,2017-06-13 09:42:16+00:00,2017-06-13 09:52:30+00:00,2017-06-13 09:52:27+00:00,closed,[],965,https://github.com/gchq/Gaffer/pull/965,,False,,[]
Gh 882 speed up build,,2017-06-13 08:39:22+00:00,2017-06-13 08:39:32+00:00,2017-06-13 08:39:29+00:00,closed,[],964,https://github.com/gchq/Gaffer/pull/964,,False,,[]
Gh 945 improve cache service loader,,2017-06-12 14:30:51+00:00,2017-06-13 09:46:56+00:00,2017-06-13 09:41:31+00:00,closed,[],963,https://github.com/gchq/Gaffer/pull/963,,False,,[]
gh-961 - updated koryphe version to 0.1.2,,2017-06-12 13:42:56+00:00,2017-06-13 05:56:46+00:00,2017-06-13 05:56:44+00:00,closed,[],962,https://github.com/gchq/Gaffer/pull/962,,False,,[]
Update to koryphe version 0.1.2,,2017-06-12 13:26:11+00:00,2017-06-13 05:56:54+00:00,2017-06-13 05:56:54+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",961,https://github.com/gchq/Gaffer/issues/961,"Milestone(title=""v0.7.4"", number=38)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
Gh 959 json property serialisation,,2017-06-12 13:24:38+00:00,2017-06-12 13:30:26+00:00,2017-06-12 13:30:24+00:00,closed,[],960,https://github.com/gchq/Gaffer/pull/960,,False,,[]
Json Serialisation of Element properties was changed incorrectly,"The jackson annotation on getProperties was changed from using WRAPPER_OBJECT to PROPERTIES incorrectly so the format of json output changed.

It is supposed to look like:

```json
""count"": {
   ""java.lang.Long"": 10
}
```

But looks like:
```json
""count"": [
   ""java.lang.Long"",
  10
]
```",2017-06-12 12:55:46+00:00,2017-06-12 13:36:02+00:00,2017-06-12 13:36:02+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",959,https://github.com/gchq/Gaffer/issues/959,"Milestone(title=""v0.7.4"", number=38)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
Gh 882 speed up build,,2017-06-12 12:41:54+00:00,2017-06-12 13:23:58+00:00,2017-06-12 13:23:55+00:00,closed,[],958,https://github.com/gchq/Gaffer/pull/958,,False,,[]
GH-935 - updates to OperationHandler JavaDoc to state all instances m…,…ust be stateless,2017-06-12 09:41:40+00:00,2017-06-12 13:32:42+00:00,2017-06-12 13:32:38+00:00,closed,[],957,https://github.com/gchq/Gaffer/pull/957,,False,,[]
GH-952 - updates to groupIds in documention,,2017-06-12 09:13:24+00:00,2017-06-12 09:56:14+00:00,2017-06-12 09:56:12+00:00,closed,[],956,https://github.com/gchq/Gaffer/pull/956,,False,,[]
Create a federated Gaffer Store,"This should be done after gh-954.

We have a [federated rest api](https://github.com/gchq/gaffer-tools/tree/master/federated-rest) in gaffer-tools, but it would also be useful to have a federated gaffer store.

This store would hold a list of Graphs. 
Each operation would be executed on each graph and the results would be merged together.

All operations (including the core operations like Min and Max) would need a new Operation Handler that delegates the query to all of the configured Graphs and merges the result. Perhaps create a abstract handler - FederatedOperationHandler that does all the delegation then the handlers would just have to deal with taking a List of results and merging them together. 

e.g
```java
public abstract class FederatedOperationHandler<OP extends Output<O>, O> implements OutputOperationHandler<OP, O> {
    @Override
    public O doOperation(final OP operation, final Context context, final Store store) throws OperationException {
        final List<Graph> graphs = store.getGraphs();
        final List<O> results = new ArrayList<O>(graphs.size());
        for (final Graph graph : graphs) {
            results.add(graph.execute(operation, context.getUser()));
        }

        return mergeResults(results, operation, context, store);
    }

    protected abstract O mergeResults(final List<O> results, final OP operation, final Context context, final Store store);
}



public class MaxHandler extends FederatedOperationHandler<Max, Element> {
    @Override
    protected Element mergeResults(final List<Element> results, final Max operation, final Context context, final Store store) {
        return Collections.max(results, operation.getCombinedComparator());
    }
}

public class GetElementsHandler extends FederatedOperationHandler<GetElements, CloseableIterable<? extends Element>> {
    @Override
    protected CloseableIterable<? extends Element> mergeResults(final List<CloseableIterable<? extends Element>> results, final GetElements operation, final Context context, final Store store) {
        // Concatenate all the results into 1 iterable
        return new ChainedIterable<>(results);
    }
}

```

Delegate Graphs will need to be added, fetched and removed from the FederatedStore. We will need some need operations to do that.

AddGraph
- Inputs:
  - graphId
  - description
  - schema  (or a schema id to look up a schema)
  - store properties  (or a properties id to look up the properties to use)
  - access roles

GetGraph 
- Input: graphId
- Outputs:
  - description
  - schema

GetGraphs
- Output: Map of graph Id to description and schema

DeleteGraph
- Input: graphId
",2017-06-12 08:10:06+00:00,2017-09-08 08:03:37+00:00,2017-09-08 08:03:36+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",955,https://github.com/gchq/Gaffer/issues/955,"Milestone(title=""v1.0.0-RC1"", number=43)",False,"NamedUser(login=""GCHQDeveloper404"")","[NamedUser(login=""GCHQDeveloper404"")]"
Create a Graph Library to store and retrieve Schemas and StoreProperties,"Currently every time you construct a Graph instance you need to provide the original Schema and store properties. If the Graph instance is constructed with a different Schema then it will conflict with the original Schema and cause problems.

The Schema and Store Properties should be persisted by the Graph using a GraphLibrary so it doesn't have to be provided every time a user constructs a new Graph instance.

To implement this change we will need to introduce a few new IDs. A Schema ID, a Store Properties ID and a Graph ID. The Graph ID should be used to uniquely define a graph - it will be associated with a Schema ID and a Store Properties ID. 

We should write a GraphLibrary interface that has methods for persisting and retrieving schemas and store properties.

Then we can update the Graph.Builder class to allow Graphs to be built using just a Graph ID (and GraphLibrary), in which the Schema and Store Properties can be retrieved from the GraphLibrary.

Alternatively a user could create a new Graph with a new Graph ID, new Schema, but refer to existing Store Properties using a Store Properties ID.

In the case of accumulo and hbase, we should remove the 'accumulo.table' and 'hbase.table' properties and use the graphId instead. 

Note the Schema persisted should be the full (non-compact) schema including all the description fields.
",2017-06-12 08:09:33+00:00,2017-07-13 15:56:48+00:00,2017-07-07 09:24:53+00:00,closed,"[Label(name=""enhancement""), Label(name=""migration-required""), Label(name=""p:high"")]",954,https://github.com/gchq/Gaffer/issues/954,"Milestone(title=""v0.7.6"", number=40)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570""), NamedUser(login=""GCHQDeveloper404"")]"
Gh 874 accumulo and hbase serialisers,,2017-06-09 16:11:56+00:00,2017-06-12 15:12:18+00:00,2017-06-12 15:12:14+00:00,closed,[],953,https://github.com/gchq/Gaffer/pull/953,,False,,[]
User Guide error?,"This page: https://github.com/gchq/Gaffer/wiki/User-Guide has two POM dependencies for getting started:

<dependency>
    <groupId>uk.gov.gchq.gaffer.core</groupId>
    <artifactId>graph</artifactId>
    <version>[gaffer.version]</version>
</dependency>
<dependency>
    <groupId>uk.gov.gchq.gaffer</groupId>
    <artifactId>accumulo-store</artifactId>
    <version>[gaffer.version]</version>
</dependency>

When I put it in my POM (with version 0.7.3) and started building I got this error:
""The POM for uk.gov.gchq.gaffer.core:graph:jar:0.7.3 is missing, no dependency information available""

Looking around at the project, I dropped the "".core"" in the first dependency group, changing it to: ""uk.gov.gchq.gaffer"", rebuilt and it completed build and has been working (so far).  

So, I think this is just a small documentation update...



Thanks,
Jeff",2017-06-08 21:02:17+00:00,2017-06-12 09:56:59+00:00,2017-06-12 09:56:54+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",952,https://github.com/gchq/Gaffer/issues/952,"Milestone(title=""v0.7.4"", number=38)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
Gh 190 refactor accumulo store,Please pay close attention to the modified expected test values.,2017-06-08 15:36:17+00:00,2017-06-13 11:28:08+00:00,2017-06-13 11:27:40+00:00,closed,[],951,https://github.com/gchq/Gaffer/pull/951,,False,,[]
Gh 839 create timestamp set property,,2017-06-07 11:50:02+00:00,2017-06-15 10:00:32+00:00,2017-06-12 11:49:19+00:00,closed,[],950,https://github.com/gchq/Gaffer/pull/950,,False,,[]
gh-923 First version of Parquet Store,,2017-06-07 11:07:45+00:00,2017-07-26 16:04:21+00:00,2017-07-26 10:50:31+00:00,closed,[],949,https://github.com/gchq/Gaffer/pull/949,,False,,[]
Refactor Walkthroughs,"Update the walkthroughs for ease of reading, and wiki to match",2017-06-06 21:43:19+00:00,2017-06-27 13:04:23+00:00,2017-06-07 09:14:40+00:00,closed,"[Label(name=""invalid"")]",948,https://github.com/gchq/Gaffer/issues/948,,False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
Gh 190 refactor accumulo store,,2017-06-06 20:33:41+00:00,2017-06-07 10:25:22+00:00,2017-06-07 10:25:22+00:00,closed,[],947,https://github.com/gchq/Gaffer/pull/947,,False,,[]
gh-190 Refactor AbstractCoreKeyAccumuloElementConverter.java,"Bugfix: getPropertiesFromColumnQualifier was not deserialising Empty in HBase and Accumulo.
getPropertiesFromColumnQualifier
buildColumnVisibility",2017-06-06 17:37:37+00:00,2017-06-06 19:03:54+00:00,2017-06-06 19:03:54+00:00,closed,[],946,https://github.com/gchq/Gaffer/pull/946,,False,,[]
Improve cache service loader,"Currently the shutdown hook on the service loader is not fired when gaffer shuts down. This could result in caches not being persisted properly or some left over process running in the background. Furthermore once the cache service is shut down it should be set to null to make it easier to test.
",2017-06-06 15:53:09+00:00,2017-06-13 09:41:45+00:00,2017-06-13 09:41:41+00:00,closed,"[Label(name=""enhancement"")]",945,https://github.com/gchq/Gaffer/issues/945,"Milestone(title=""v0.7.4"", number=38)",False,"NamedUser(login=""d47853"")","[NamedUser(login=""d47853"")]"
gh-943 upgrade jcs,"- Upgraded version of JCS
- Added unit test to ensure that the cache works when distributed
- Replaced all incorrect mentions of uk.gov.gchq.gaffer.cache with cache",2017-06-06 15:46:04+00:00,2017-06-08 06:39:37+00:00,2017-06-07 08:29:21+00:00,closed,"[Label(name=""bug"")]",944,https://github.com/gchq/Gaffer/pull/944,,False,"NamedUser(login=""d47853"")","[NamedUser(login=""d47853"")]"
upgrade jcs to version 2.0,"There is an issue with jcs 1.3 where, when using a distributed tcp cache, the getGroupKeys method causes an exception to be thrown. This is fixed in a later version.",2017-06-06 11:47:59+00:00,2017-06-14 08:07:21+00:00,2017-06-07 08:29:31+00:00,closed,"[Label(name=""bug""), Label(name=""migration-required"")]",943,https://github.com/gchq/Gaffer/issues/943,"Milestone(title=""v0.7.4"", number=38)",False,"NamedUser(login=""d47853"")","[NamedUser(login=""d47853"")]"
GH-782 - More descriptive error provided when no Spark Context supplied,,2017-06-05 15:05:04+00:00,2017-06-27 06:18:31+00:00,2017-06-06 15:35:20+00:00,closed,[],942,https://github.com/gchq/Gaffer/pull/942,,False,,[]
gh-940 - fixed getFilterFunctions rest api method,,2017-06-05 13:42:05+00:00,2017-10-05 15:27:43+00:00,2017-06-06 08:45:39+00:00,closed,[],941,https://github.com/gchq/Gaffer/pull/941,,False,,[]
REST API endpoint getFilterFunctions(inputClass) misses some predicates,REST API endpoint getFilterFunctions(inputClass) misses some predicates due to the way the predicates are validated. For example if you call getFilterFunctions(Long.class.getName()) it should return IsMoreThan and IsLessThan.,2017-06-05 13:35:36+00:00,2017-06-06 08:45:58+00:00,2017-06-06 08:45:58+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",940,https://github.com/gchq/Gaffer/issues/940,"Milestone(title=""v0.7.4"", number=38)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
gh-861 - Updated StreamUtils and Graph to use URIs instead of URLs.  …,…URLs are not required and can cause thread blockages with the equals() and toString() method making internet calls,2017-06-05 08:36:57+00:00,2017-06-05 13:40:32+00:00,2017-06-05 13:40:29+00:00,closed,[],939,https://github.com/gchq/Gaffer/pull/939,,False,,[]
gh-190 Refactor AbstractCoreKeyAccumuloElementConverter.java,getPropertiesFromValue,2017-06-01 16:38:21+00:00,2017-06-06 16:41:02+00:00,2017-06-06 16:40:59+00:00,closed,[],938,https://github.com/gchq/Gaffer/pull/938,,False,,[]
Gh 758 per group aggregation,,2017-05-31 13:25:33+00:00,2017-10-05 15:27:44+00:00,2017-06-05 11:16:08+00:00,closed,[],937,https://github.com/gchq/Gaffer/pull/937,,False,,[]
Update documentation for GetElements,There is very little documentation around exactly what the different flags and seeds do when executing a GetElements operation. This makes it very difficult to write a new Gaffer Store.,2017-05-31 10:12:08+00:00,2017-06-27 06:11:36+00:00,2017-06-27 06:11:31+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",936,https://github.com/gchq/Gaffer/issues/936,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""d47853"")","[NamedUser(login=""d47853"")]"
Add JavaDoc to OperationHander to state they must be stateless,OperationHandlers must be stateless as the instances are reused for all concurrent operations. It would be helpful to update the javadoc on the OperationHandler interface to highlight this.,2017-05-31 09:46:30+00:00,2017-06-12 13:54:29+00:00,2017-06-12 13:54:24+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",935,https://github.com/gchq/Gaffer/issues/935,"Milestone(title=""v0.7.4"", number=38)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
Gh 659 consistent edge creation,"Enforce consistent creation of undirected Edge objects, determined by comparing the source and destination objects.",2017-05-31 08:27:55+00:00,2017-06-12 06:46:03+00:00,2017-06-12 06:46:03+00:00,closed,[],934,https://github.com/gchq/Gaffer/pull/934,,False,,[]
Gh 892 map store impl,Please note that this has not yet been tested at scale. It should probably be tested for throughly before being released.,2017-05-30 09:14:53+00:00,2017-05-30 10:32:43+00:00,2017-05-30 10:32:43+00:00,closed,[],933,https://github.com/gchq/Gaffer/pull/933,,False,,[]
Gh 880 split points,,2017-05-25 16:11:28+00:00,2017-05-31 09:18:31+00:00,2017-05-31 09:18:27+00:00,closed,[],932,https://github.com/gchq/Gaffer/pull/932,,False,,[]
gh-930 - added operation chain validation,Also added getNextOperations method to api,2017-05-25 14:48:15+00:00,2017-05-31 07:59:26+00:00,2017-05-31 07:59:22+00:00,closed,[],931,https://github.com/gchq/Gaffer/pull/931,,False,,[]
Validate operation chain input/output types,"If operation chains are built using the OperationChain builder then users will get compile time errors if the order of operations in their chain is invalid. The output of an operation must be compatible with the import of the next operation.

If users create operation chains via rest or python then the operation chain input/output types are not validated. User's will only notice a problem at runtime if the chain fails to execute and a class cast exception is thrown.

Prior to executing the operation chain the store already does some validation of the chain. This validation should be split into a separate class and updated to include the input/output type validation.

In addition it would be really helpful to have a rest api method 'getNextOperations' that takes an operation class and returns all the operations that would be valid to come next.",2017-05-25 12:55:51+00:00,2017-05-31 07:59:44+00:00,2017-05-31 07:59:44+00:00,closed,"[Label(name=""enhancement""), Label(name=""in-review""), Label(name=""p:high"")]",930,https://github.com/gchq/Gaffer/issues/930,"Milestone(title=""v0.7.4"", number=38)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
gh-190 Refactor AbstractCoreKeyAccumuloElementConverter.java,Please use your finest toothed comb please.,2017-05-24 13:07:13+00:00,2017-06-01 12:09:34+00:00,2017-06-01 12:09:34+00:00,closed,[],929,https://github.com/gchq/Gaffer/pull/929,,False,,[]
Gh 927 toverticeshandler,,2017-05-23 16:22:51+00:00,2017-05-24 06:52:14+00:00,2017-05-24 06:52:11+00:00,closed,[],928,https://github.com/gchq/Gaffer/pull/928,,False,,[]
ToVerticesHandler reads data into memory,Currently the ToVerticesHandler reads the vertices from each Element into an ArrayList before chaining together the results. This should be changed to avoid the use of interim collections.,2017-05-23 16:11:09+00:00,2017-05-24 06:52:25+00:00,2017-05-24 06:52:20+00:00,closed,[],927,https://github.com/gchq/Gaffer/issues/927,"Milestone(title=""v0.7.4"", number=38)",False,"NamedUser(login=""t616178"")","[NamedUser(login=""t616178"")]"
Gh 752 edge seed direction enum,,2017-05-23 14:33:43+00:00,2017-05-31 12:00:44+00:00,2017-05-31 12:00:41+00:00,closed,[],926,https://github.com/gchq/Gaffer/pull/926,,False,,[]
Updating develop with release branch,,2017-05-23 14:03:06+00:00,2017-05-23 14:04:43+00:00,2017-05-23 14:03:49+00:00,closed,[],925,https://github.com/gchq/Gaffer/pull/925,,False,,[]
Updating master with release 0.7.3,,2017-05-23 13:56:47+00:00,2017-05-23 13:59:07+00:00,2017-05-23 13:59:03+00:00,closed,[],924,https://github.com/gchq/Gaffer/pull/924,,False,,[]
Create an Apache Parquet backed store,"It would be useful to have a store that scales well and is suitable for carrying out full table scans.
Apache Parquet seems to be a good candidate as Spark has been optimised for high performance reads of Parquet data. By sorting the data before writing, Parquet can be optimised for random access as well as full scans.

The initial version should include:
- Support for ingest aggregation
- Support for seeded queries with pre-aggregation filters that naturally fit to Parquet filters
- Store the data in an optimised way to make best use of the Parquet file format
- Expose the data as a Spark Dataframe

The Initial version will not be suitable for:
- Streaming data into
- Query time transformations
- Query time aggregation
- Fine grain security

Typical use cases could include:
- For applying a Page Rank algorithm against yesterday's data
- As part of a larger system where you stream data into a different store to act as your days cache, while still query able and then overnight load that days data into a Parquet store where it is available for full table scan queries as well as random access queries.",2017-05-23 11:52:43+00:00,2017-07-26 15:58:10+00:00,2017-07-26 12:24:49+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",923,https://github.com/gchq/Gaffer/issues/923,"Milestone(title=""v0.7.8"", number=42)",False,"NamedUser(login=""ac74475"")","[NamedUser(login=""ac74475"")]"
gh-921 - Remove the toCloseableIterable Collector,,2017-05-23 09:35:12+00:00,2017-10-05 15:27:45+00:00,2017-05-23 13:54:55+00:00,closed,[],922,https://github.com/gchq/Gaffer/pull/922,,False,,[]
Remove GafferCollectors#toCloseableIterable(),"The custom collector for creating a CloseableIterable from a Stream should be removed, since it implies that this would safe to use on large streams of items, but this is not the case since the intermediate results are stored in memory.",2017-05-23 08:45:56+00:00,2017-05-23 13:55:19+00:00,2017-05-23 13:55:05+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",921,https://github.com/gchq/Gaffer/issues/921,"Milestone(title=""v0.7.3"", number=37)",False,"NamedUser(login=""t616178"")","[NamedUser(login=""t616178"")]"
gh-919 - count groups handler now closes the input,,2017-05-23 07:31:39+00:00,2017-05-23 11:03:22+00:00,2017-05-23 11:03:14+00:00,closed,[],920,https://github.com/gchq/Gaffer/pull/920,,False,,[]
CountGroupsHandler does not close the input iterable,"The CountGroupsHandler should call close on the operation once it has finished iterating around the input elements.

Normally the iterable of elements returned from Accumulo/HBase will automatically close when the end of the iterable is reached. The CountGroups handler will stop iterating if it hits a limit so the input should be manually closed.",2017-05-23 07:22:50+00:00,2017-05-23 13:39:36+00:00,2017-05-23 13:39:36+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",919,https://github.com/gchq/Gaffer/issues/919,"Milestone(title=""v0.7.3"", number=37)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
Updating develop with release branch,,2017-05-22 15:50:07+00:00,2017-05-22 15:59:27+00:00,2017-05-22 15:59:25+00:00,closed,[],918,https://github.com/gchq/Gaffer/pull/918,,False,,[]
Updating master with release 0.7.2,,2017-05-22 15:37:47+00:00,2017-05-23 14:29:26+00:00,2017-05-22 15:38:24+00:00,closed,[],917,https://github.com/gchq/Gaffer/pull/917,,False,,[]
Gh 489 deprecated classes,Attempted to remove usages of deprecated classes and methods of external libraries from the project. Have also removed deprecated classes (and their usages) from Gaffer.,2017-05-22 14:33:38+00:00,2017-05-22 15:56:43+00:00,2017-05-22 15:56:43+00:00,closed,[],916,https://github.com/gchq/Gaffer/pull/916,,False,,[]
gh-872 - fixed typo in hbase readme,,2017-05-22 13:52:03+00:00,2017-05-22 14:32:01+00:00,2017-05-22 14:31:54+00:00,closed,[],915,https://github.com/gchq/Gaffer/pull/915,,False,,[]
gh-912 - fixed validator json deserialise,,2017-05-22 13:40:23+00:00,2017-06-08 16:26:37+00:00,2017-05-22 15:36:56+00:00,closed,[],914,https://github.com/gchq/Gaffer/pull/914,,False,,[]
Cannot specify an Element group validator in a json schema,The validateFunctions field in SchemaElementDefinition is skipped when deserialising the json.,2017-05-22 13:38:21+00:00,2017-05-22 15:39:59+00:00,2017-05-22 15:39:59+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",913,https://github.com/gchq/Gaffer/issues/913,"Milestone(title=""v0.7.2"", number=35)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
Gh 888 move gaffer ui,,2017-05-22 13:18:08+00:00,2017-05-25 14:54:25+00:00,2017-05-25 14:54:19+00:00,closed,[],912,https://github.com/gchq/Gaffer/pull/912,,False,,[]
Gh 752 edge seed direction,,2017-05-19 12:11:08+00:00,2017-10-05 15:27:47+00:00,2017-05-22 08:47:44+00:00,closed,[],911,https://github.com/gchq/Gaffer/pull/911,,False,,[]
Add more javadoc,There are some areas of the framework that could really do with some more javadoc.,2017-05-18 15:33:26+00:00,2017-09-20 14:16:49+00:00,2017-09-20 14:16:43+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",910,https://github.com/gchq/Gaffer/issues/910,"Milestone(title=""v1.0.0-RC3"", number=46)",False,,[]
